"Q9900583";"2013-06-28 01:20:00";"4";"8.2472";"34.6230";"-50.9224";"169.9618"
"Q9900583";"2013-06-28 01:20:00";"10";"8.2448";"34.6260";"-50.9224";"169.9618"
"Q9900583";"2013-06-28 01:20:00";"20";"8.2472";"34.6250";"-50.9224";"169.9618"
"Q9900583";"2013-06-28 01:20:00";"50";"8.2520";"34.6230";"-50.9224";"169.9618"
"Q9900583";"2013-06-28 01:20:00";"100";"8.2520";"34.6230";"-50.9224";"169.9618"
"Q9900583";"2013-06-28 01:20:00";"116";"8.2305";"34.6250";"-50.9224";"169.9618"
"Q9900583";"2013-06-28 01:20:00";"154";"7.9719";"34.6290";"-50.9224";"169.9618"
"Q9900583";"2013-06-28 01:20:00";"182";"7.9180";"34.6320";"-50.9224";"169.9618"
"Q9900583";"2013-06-28 01:20:00";"190";"7.7720";"34.6350";"-50.9224";"169.9618"
"Q9900583";"2013-06-28 01:20:00";"200";"7.7181";"34.6380";"-50.9224";"169.9618"
"Q9900583";"2013-06-28 01:20:00";"300";"7.4644";"34.6430";"-50.9224";"169.9618"
"Q9900583";"2013-06-28 01:20:00";"330";"7.3722";"34.6430";"-50.9224";"169.9618"
"Q9900583";"2013-06-28 01:20:00";"352";"7.3938";"34.6560";"-50.9224";"169.9618"
"Q9900583";"2013-06-28 01:20:00";"400";"7.1903";"34.6480";"-50.9224";"169.9618"
"Q9900583";"2013-06-28 01:20:00";"500";"7.0777";"34.6350";"-50.9224";"169.9618"
"Q9900583";"2013-06-28 01:20:00";"558";"7.0550";"34.6300";"-50.9224";"169.9618"
"Q9900583";"2013-06-30 01:10:00";"4";"8.0629";"34.6430";"-50.8918";"169.3379"
"Q9900583";"2013-06-30 01:10:00";"10";"8.0629";"34.6460";"-50.8918";"169.3379"
"Q9900583";"2013-06-30 01:10:00";"20";"8.0660";"34.6450";"-50.8918";"169.3379"
"Q9900583";"2013-06-30 01:10:00";"50";"8.0505";"34.6440";"-50.8918";"169.3379"
"Q9900583";"2013-06-30 01:10:00";"100";"7.9795";"34.6430";"-50.8918";"169.3379"
"Q9900583";"2013-06-30 01:10:00";"150";"7.8610";"34.6570";"-50.8918";"169.3379"
"Q9900583";"2013-06-30 01:10:00";"200";"7.8600";"34.6470";"-50.8918";"169.3379"
"Q9900583";"2013-06-30 01:10:00";"228";"7.8415";"34.6470";"-50.8918";"169.3379"
"Q9900583";"2013-06-30 01:10:00";"240";"7.7385";"34.6590";"-50.8918";"169.3379"
"Q9900583";"2013-06-30 01:10:00";"300";"7.5778";"34.6640";"-50.8918";"169.3379"
"Q9900583";"2013-06-30 01:10:00";"354";"7.3893";"34.6510";"-50.8918";"169.3379"
"Q9900583";"2013-06-30 01:10:00";"400";"7.3295";"34.6530";"-50.8918";"169.3379"
"Q9900583";"2013-06-30 01:10:00";"472";"7.2389";"34.6500";"-50.8918";"169.3379"
"Q9900583";"2013-06-30 01:10:00";"500";"7.0731";"34.6390";"-50.8918";"169.3379"
"Q9900583";"2013-06-30 01:10:00";"506";"7.0360";"34.6350";"-50.8918";"169.3379"
"Q9900583";"2013-06-30 01:10:00";"556";"7.0422";"34.6300";"-50.8918";"169.3379"
"Q9900583";"2013-06-30 20:20:00";"4";"8.0738";"34.6330";"-51.0034";"169.6979"
"Q9900583";"2013-06-30 20:20:00";"10";"8.0738";"34.6330";"-51.0034";"169.6979"
"Q9900583";"2013-06-30 20:20:00";"20";"8.0758";"34.6330";"-51.0034";"169.6979"
"Q9900583";"2013-06-30 20:20:00";"50";"8.0800";"34.6310";"-51.0034";"169.6979"
"Q9900583";"2013-06-30 20:20:00";"100";"8.0623";"34.6360";"-51.0034";"169.6979"
"Q9900583";"2013-06-30 20:20:00";"172";"7.9365";"34.6400";"-51.0034";"169.6979"
"Q9900583";"2013-06-30 20:20:00";"182";"7.8470";"34.6370";"-51.0034";"169.6979"
"Q9900583";"2013-06-30 20:20:00";"200";"7.7982";"34.6400";"-51.0034";"169.6979"
"Q9900583";"2013-06-30 20:20:00";"218";"7.6588";"34.6410";"-51.0034";"169.6979"
"Q9900583";"2013-06-30 20:20:00";"264";"7.5850";"34.6490";"-51.0034";"169.6979"
"Q9900583";"2013-06-30 20:20:00";"300";"7.4466";"34.6460";"-51.0034";"169.6979"
"Q9900583";"2013-06-30 20:20:00";"360";"7.3905";"34.6480";"-51.0034";"169.6979"
"Q9900583";"2013-06-30 20:20:00";"400";"7.2969";"34.6540";"-51.0034";"169.6979"
"Q9900583";"2013-06-30 20:20:00";"478";"7.0629";"34.6350";"-51.0034";"169.6979"
"Q9900583";"2013-06-30 20:20:00";"500";"7.0400";"34.6310";"-51.0034";"169.6979"
"Q9900583";"2013-06-30 20:20:00";"554";"7.0473";"34.6260";"-51.0034";"169.6979"
"Q9900583";"2013-07-01 01:30:00";"4";"8.0846";"34.6320";"-51.0277";"169.7332"
"Q9900583";"2013-07-01 01:30:00";"10";"8.0836";"34.6320";"-51.0277";"169.7332"
