"8607997.0000";"1.0000";"0.0000";"999999.0000";"32.7300";"5.0000";"-86.3500";"354.9600"
"8607997.0000";"2.0000";"0.0000";"999999.0000";"33.0400";"4.3300";"-88.3000";"355.2000"
"8607997.0000";"3.0000";"0.0000";"999999.0000";"33.3800";"3.7000";"-90.0700";"355.5000"
"8607997.0000";"4.0000";"0.0000";"999999.0000";"33.2400";"3.0700";"-91.8700";"355.7500"
"8607997.0000";"5.0000";"0.0000";"999999.0000";"33.6100";"2.4800";"-93.6200";"356.0000"
"8607997.0000";"6.0000";"0.0000";"999999.0000";"34.3000";"0.8800";"-96.9700";"356.4600"
"8607997.0000";"7.0000";"0.0000";"999999.0000";"34.8300";"-0.0500";"-98.6800";"356.7500"
"8607997.0000";"8.0000";"0.0000";"999999.0000";"34.8400";"-0.9500";"-100.3200";"357.0000"
"8607997.0000";"9.0000";"0.0000";"999999.0000";"34.9800";"-1.9200";"-102.0700";"357.2000"
"8607997.0000";"10.0000";"0.0000";"999999.0000";"35.0100";"-2.7700";"-103.5800";"357.5000"
"8607997.0000";"11.0000";"0.0000";"999999.0000";"34.9900";"-3.7000";"-105.3500";"357.7500"
"8607997.0000";"12.0000";"0.0000";"999999.0000";"35.0800";"-4.5500";"-106.9300";"358.0000"
"8607997.0000";"13.0000";"0.0000";"999999.0000";"35.6800";"-6.4000";"-110.3000";"358.4600"
"8607997.0000";"14.0000";"0.0000";"999999.0000";"35.7800";"-7.4300";"-112.0000";"358.7100"
"8607997.0000";"15.0000";"0.0000";"999999.0000";"36.0600";"-8.3300";"-113.5800";"358.9600"
"8607997.0000";"16.0000";"0.0000";"999999.0000";"35.9000";"-10.2300";"-117.1200";"359.5000"
"8607997.0000";"17.0000";"0.0000";"999999.0000";"36.1500";"-11.1300";"-118.7700";"359.7100"
"8607997.0000";"18.0000";"0.0000";"999999.0000";"36.5400";"-12.0500";"-120.5200";"360.0000"
"8607997.0000";"19.0000";"0.0000";"999999.0000";"36.5800";"-13.9000";"-123.9300";"360.5000"
"8607997.0000";"20.0000";"0.0000";"999999.0000";"36.3800";"-14.7500";"-125.6000";"360.7100"
"8607997.0000";"21.0000";"0.0000";"999999.0000";"36.4800";"-15.7200";"-127.3300";"361.0000"
"8607997.0000";"22.0000";"0.0000";"999999.0000";"36.4800";"-17.5000";"-130.7200";"361.5000"
"8607997.0000";"23.0000";"0.0000";"999999.0000";"36.6800";"-18.3800";"-132.4200";"361.7500"
"8607997.0000";"24.0000";"0.0000";"999999.0000";"36.5900";"-19.1700";"-133.7300";"362.0000"
"8607997.0000";"25.0000";"0.0000";"999999.0000";"36.4100";"-20.7000";"-136.9200";"362.5000"
"8607997.0000";"26.0000";"0.0000";"999999.0000";"36.1100";"-21.2300";"-140.4000";"364.0000"
"8607997.0000";"27.0000";"0.0000";"999999.0000";"36.0600";"-19.6300";"-144.2200";"364.5000"
"8607997.0000";"28.0000";"0.0000";"999999.0000";"35.8500";"-18.8200";"-146.1700";"364.7500"
"8607997.0000";"29.0000";"0.0000";"999999.0000";"36.0300";"-18.0300";"-148.1000";"365.0000"
"8607997.0000";"30.0000";"0.0000";"999999.0000";"35.5200";"-17.7500";"-152.0000";"367.7500"
"8607997.0000";"31.0000";"0.0000";"999999.0000";"36.0200";"-18.5000";"-155.8000";"368.2000"
"8607997.0000";"32.0000";"0.0000";"999999.0000";"36.1300";"-18.8200";"-157.8500";"368.5000"
"8607997.0000";"33.0000";"0.0000";"999999.0000";"35.9400";"-19.1700";"-159.8000";"368.7100"
"8607997.0000";"34.0000";"0.0000";"999999.0000";"36.0000";"-19.5200";"-161.9300";"369.0000"
"8607997.0000";"35.0000";"0.0000";"999999.0000";"35.7900";"-19.8200";"-163.9300";"369.2000"
"8607997.0000";"36.0000";"0.0000";"999999.0000";"35.4200";"-20.1700";"-166.1300";"369.5000"
"8607997.0000";"37.0000";"0.0000";"999999.0000";"35.4900";"-20.5000";"-168.1300";"369.7500"
"8607997.0000";"38.0000";"0.0000";"999999.0000";"35.8400";"-20.8000";"-170.2000";"370.0000"
"8607997.0000";"39.0000";"0.0000";"999999.0000";"35.6400";"-21.1000";"-172.2500";"370.2000"
"8607997.0000";"40.0000";"0.0000";"999999.0000";"35.5000";"-21.4200";"-174.1500";"370.4600"
"8607997.0000";"41.0000";"0.0000";"999999.0000";"35.4300";"-21.6300";"-176.4000";"370.7500"
"8607997.0000";"42.0000";"0.0000";"999999.0000";"35.4900";"-21.8000";"-178.4200";"371.0000"
"8607997.0000";"43.0000";"0.0000";"999999.0000";"35.7100";"-21.9300";"179.3500";"371.2000"
"8607997.0000";"44.0000";"0.0000";"999999.0000";"35.4900";"-22.2200";"175.1300";"371.7500"
"8607997.0000";"45.0000";"0.0000";"999999.0000";"35.8400";"-22.3700";"173.0500";"371.9600"
"8607997.0000";"46.0000";"0.0000";"999999.0000";"35.9300";"-22.5700";"170.7300";"372.2000"
"8607997.0000";"47.0000";"0.0000";"999999.0000";"35.1900";"-16.2500";"175.8200";"373.7500"
"8607997.0000";"48.0000";"0.0000";"999999.0000";"36.0900";"-22.9200";"164.6300";"376.2000"
"8607997.0000";"49.0000";"0.0000";"999999.0000";"36.0100";"-24.7300";"159.1200";"377.0000"
"8607997.0000";"50.0000";"0.0000";"999999.0000";"35.8300";"-25.2800";"157.5200";"377.2000"
