"12999307.0000";"1.0000";"0.0000";"999999.0000";"999999.0000"
"12999307.0000";"2.0000";"5.0000";"999999.0000";"999999.0000"
"12999307.0000";"3.0000";"10.0000";"10.7200";"34.5900"
"12999307.0000";"4.0000";"15.0000";"10.7150";"34.5950"
"12999307.0000";"5.0000";"20.0000";"10.7100";"34.6000"
"12999307.0000";"6.0000";"25.0000";"10.7130";"34.6040"
"12999307.0000";"7.0000";"30.0000";"10.7110";"34.6070"
"12999307.0000";"8.0000";"35.0000";"10.7160";"34.6090"
"12999307.0000";"9.0000";"40.0000";"10.7240";"34.6070"
"12999307.0000";"10.0000";"45.0000";"10.7270";"34.6080"
"12999307.0000";"11.0000";"50.0000";"10.7300";"34.6100"
"12999307.0000";"12.0000";"55.0000";"10.7260";"34.6080"
"12999307.0000";"13.0000";"60.0000";"10.7250";"34.6040"
"12999307.0000";"14.0000";"65.0000";"10.7030";"34.6000"
"12999307.0000";"15.0000";"70.0000";"10.6600";"34.6000"
"12999307.0000";"16.0000";"75.0000";"10.5850";"34.6000"
"12999307.0000";"17.0000";"80.0000";"10.4750";"34.6010"
"12999307.0000";"18.0000";"85.0000";"10.3820";"34.6100"
"12999307.0000";"19.0000";"90.0000";"10.3400";"34.6230"
"12999307.0000";"20.0000";"95.0000";"10.3400";"34.6440"
"12999307.0000";"21.0000";"100.0000";"10.3280";"34.6600"
"12999307.0000";"22.0000";"125.0000";"999999.0000";"999999.0000"
"12999307.0000";"23.0000";"150.0000";"9.6960";"34.6520"
"12999307.0000";"24.0000";"175.0000";"999999.0000";"999999.0000"
"12999307.0000";"25.0000";"200.0000";"999999.0000";"999999.0000"
"12999307.0000";"26.0000";"225.0000";"999999.0000";"999999.0000"
"12999307.0000";"27.0000";"250.0000";"9.4850";"34.6490"
"12999307.0000";"28.0000";"275.0000";"9.4370";"34.6390"
"12999307.0000";"29.0000";"300.0000";"999999.0000";"999999.0000"
"12999307.0000";"30.0000";"325.0000";"999999.0000";"999999.0000"
"12999307.0000";"31.0000";"350.0000";"9.2670";"34.6080"
"12999307.0000";"32.0000";"375.0000";"9.2040";"34.5950"
"12999307.0000";"33.0000";"400.0000";"999999.0000";"999999.0000"
"12999307.0000";"34.0000";"425.0000";"999999.0000";"999999.0000"
"12999307.0000";"35.0000";"450.0000";"9.0370";"34.5630"
"12999307.0000";"36.0000";"475.0000";"9.0880";"34.5810"
"12999307.0000";"37.0000";"500.0000";"999999.0000";"999999.0000"
"12999307.0000";"38.0000";"550.0000";"9.0580";"34.5820"
"12999307.0000";"39.0000";"600.0000";"999999.0000";"999999.0000"
"12999307.0000";"40.0000";"650.0000";"8.6720";"34.5170"
"12999307.0000";"41.0000";"700.0000";"8.3760";"999999.0000"
"12999307.0000";"42.0000";"750.0000";"7.9120";"999999.0000"
"12999307.0000";"43.0000";"800.0000";"7.5660";"999999.0000"
"12999307.0000";"44.0000";"850.0000";"7.1370";"999999.0000"
"12999354.0000";"1.0000";"0.0000";"999999.0000";"999999.0000"
"12999354.0000";"2.0000";"5.0000";"999999.0000";"999999.0000"
"12999354.0000";"3.0000";"10.0000";"10.2600";"34.5700"
"12999354.0000";"4.0000";"15.0000";"10.2600";"34.5700"
"12999354.0000";"5.0000";"20.0000";"10.2600";"34.5700"
"12999354.0000";"6.0000";"25.0000";"10.2610";"34.5690"
