"7242798.0000";"1.0000";"0.0000";"16.8250"
"7242798.0000";"2.0000";"5.0000";"16.0550"
"7242998.0000";"1.0000";"0.0000";"29.6050"
"7242998.0000";"2.0000";"5.0000";"29.5840"
"7242998.0000";"3.0000";"10.0000";"29.5200"
"7242998.0000";"4.0000";"15.0000";"29.4580"
"7242998.0000";"5.0000";"20.0000";"29.0000"
"7242998.0000";"6.0000";"25.0000";"28.9200"
"7242998.0000";"7.0000";"30.0000";"28.6740"
"7242998.0000";"8.0000";"35.0000";"28.4960"
"7242998.0000";"9.0000";"40.0000";"28.4440"
"7242998.0000";"10.0000";"45.0000";"28.1870"
"7242998.0000";"11.0000";"50.0000";"27.6230"
"7242998.0000";"12.0000";"55.0000";"26.9310"
"7242998.0000";"13.0000";"60.0000";"26.6540"
"7242998.0000";"14.0000";"65.0000";"26.3050"
"7242998.0000";"15.0000";"70.0000";"26.2300"
"7242998.0000";"16.0000";"75.0000";"26.1720"
"7242998.0000";"17.0000";"80.0000";"25.5810"
"7242998.0000";"18.0000";"85.0000";"24.9680"
"7242998.0000";"19.0000";"90.0000";"24.0760"
"7242998.0000";"20.0000";"95.0000";"23.4460"
"7242998.0000";"21.0000";"100.0000";"22.8900"
"7242998.0000";"22.0000";"125.0000";"19.9650"
"7242998.0000";"23.0000";"150.0000";"19.0370"
"7242998.0000";"24.0000";"175.0000";"17.6770"
"7242998.0000";"25.0000";"200.0000";"16.6420"
"7242998.0000";"26.0000";"225.0000";"14.0410"
"7242998.0000";"27.0000";"250.0000";"13.3900"
"7242998.0000";"28.0000";"275.0000";"10.8920"
"7242998.0000";"29.0000";"300.0000";"10.3440"
"7242998.0000";"30.0000";"325.0000";"10.0690"
"7242998.0000";"31.0000";"350.0000";"9.6950"
"7242998.0000";"32.0000";"375.0000";"8.8180"
"7242998.0000";"33.0000";"400.0000";"8.5610"
"7242998.0000";"34.0000";"425.0000";"8.4200"
"7242998.0000";"35.0000";"450.0000";"8.2210"
"7242998.0000";"36.0000";"475.0000";"7.8990"
"7242998.0000";"37.0000";"500.0000";"7.6160"
"7242998.0000";"38.0000";"550.0000";"7.2590"
"7242998.0000";"39.0000";"600.0000";"6.8720"
"7242998.0000";"40.0000";"650.0000";"6.4210"
"7242998.0000";"41.0000";"700.0000";"5.9250"
"7242998.0000";"42.0000";"750.0000";"5.5380"
"7242998.0000";"43.0000";"800.0000";"5.5700"
"7243082.0000";"1.0000";"0.0000";"29.6750"
"7243082.0000";"2.0000";"5.0000";"29.6350"
"7243082.0000";"3.0000";"10.0000";"29.6580"
"7243082.0000";"4.0000";"15.0000";"29.5920"
"7243082.0000";"5.0000";"20.0000";"29.4420"
