"10060070.0000";"1.0000";"0.0000";"29.2200"
"10060070.0000";"2.0000";"5.0000";"29.2300"
"10060070.0000";"3.0000";"10.0000";"29.2300"
"10060070.0000";"4.0000";"15.0000";"29.2400"
"10060070.0000";"5.0000";"20.0000";"29.2400"
"10060070.0000";"6.0000";"25.0000";"29.2500"
"10060070.0000";"7.0000";"30.0000";"29.2600"
"10060070.0000";"8.0000";"35.0000";"29.2600"
"10060070.0000";"9.0000";"40.0000";"29.2700"
"10060070.0000";"10.0000";"45.0000";"29.2800"
"10060070.0000";"11.0000";"50.0000";"28.9400"
"10060070.0000";"12.0000";"55.0000";"28.1000"
"10060070.0000";"13.0000";"60.0000";"27.2800"
"10060070.0000";"14.0000";"65.0000";"26.4800"
"10060070.0000";"15.0000";"70.0000";"25.7200"
"10060070.0000";"16.0000";"75.0000";"24.9900"
"10060070.0000";"17.0000";"80.0000";"24.2900"
"10060070.0000";"18.0000";"85.0000";"23.6300"
"10060070.0000";"19.0000";"90.0000";"23.0000"
"10060070.0000";"20.0000";"95.0000";"22.4000"
"10060070.0000";"21.0000";"100.0000";"21.8300"
"10060070.0000";"22.0000";"125.0000";"19.2700"
"10060070.0000";"23.0000";"150.0000";"16.5500"
"10060070.0000";"24.0000";"175.0000";"15.6300"
"10060070.0000";"25.0000";"200.0000";"14.8300"
"10060070.0000";"26.0000";"225.0000";"14.1100"
"10060070.0000";"27.0000";"250.0000";"12.9400"
"10060070.0000";"28.0000";"275.0000";"11.5400"
"10060070.0000";"29.0000";"300.0000";"10.5700"
"10060070.0000";"30.0000";"325.0000";"9.9700"
"10060070.0000";"31.0000";"350.0000";"9.7700"
"10060070.0000";"32.0000";"375.0000";"9.4500"
"10060070.0000";"33.0000";"400.0000";"9.0600"
"10060070.0000";"34.0000";"425.0000";"8.6800"
"10060070.0000";"35.0000";"450.0000";"8.4000"
"10060073.0000";"1.0000";"0.0000";"28.8900"
"10060073.0000";"2.0000";"5.0000";"28.8400"
"10060073.0000";"3.0000";"10.0000";"28.7900"
"10060073.0000";"4.0000";"15.0000";"28.7500"
"10060073.0000";"5.0000";"20.0000";"28.7000"
"10060073.0000";"6.0000";"25.0000";"28.2300"
"10060073.0000";"7.0000";"30.0000";"27.1700"
"10060073.0000";"8.0000";"35.0000";"27.0600"
"10060073.0000";"9.0000";"40.0000";"26.7300"
"10060073.0000";"10.0000";"45.0000";"26.2000"
"10060073.0000";"11.0000";"50.0000";"25.6700"
"10060073.0000";"12.0000";"55.0000";"24.9300"
"10060073.0000";"13.0000";"60.0000";"23.8900"
"10060073.0000";"14.0000";"65.0000";"22.5600"
"10060073.0000";"15.0000";"70.0000";"21.9000"
