"10081222.0000";"1.0000";"0.0000";"11.7260";"999999.0000"
"10081222.0000";"2.0000";"5.0000";"11.7260";"999999.0000"
"10081222.0000";"3.0000";"10.0000";"11.7260";"999999.0000"
"10081222.0000";"4.0000";"15.0000";"11.7260";"999999.0000"
"10081222.0000";"5.0000";"20.0000";"11.7260";"999999.0000"
"10081222.0000";"6.0000";"25.0000";"11.7260";"999999.0000"
"10081222.0000";"7.0000";"30.0000";"11.7260";"999999.0000"
"10081222.0000";"8.0000";"35.0000";"11.7260";"999999.0000"
"10081222.0000";"9.0000";"40.0000";"11.7260";"999999.0000"
"10081222.0000";"10.0000";"45.0000";"11.7260";"999999.0000"
"10081222.0000";"11.0000";"50.0000";"11.7260";"999999.0000"
"10081222.0000";"12.0000";"55.0000";"11.7260";"999999.0000"
"10081222.0000";"13.0000";"60.0000";"11.6640";"999999.0000"
"10081222.0000";"14.0000";"65.0000";"11.5620";"999999.0000"
"10081222.0000";"15.0000";"70.0000";"11.3020";"999999.0000"
"10081222.0000";"16.0000";"75.0000";"10.9770";"999999.0000"
"10081222.0000";"17.0000";"80.0000";"10.7010";"999999.0000"
"10081222.0000";"18.0000";"85.0000";"10.6660";"999999.0000"
"10081222.0000";"19.0000";"90.0000";"10.5760";"999999.0000"
"10081222.0000";"20.0000";"95.0000";"10.4800";"999999.0000"
"10081222.0000";"21.0000";"100.0000";"10.4170";"999999.0000"
"10081222.0000";"22.0000";"125.0000";"10.0660";"999999.0000"
"10081222.0000";"23.0000";"150.0000";"9.8090";"999999.0000"
"10081222.0000";"24.0000";"175.0000";"9.7100";"999999.0000"
"10081222.0000";"25.0000";"200.0000";"9.5530";"999999.0000"
"10081222.0000";"26.0000";"225.0000";"9.5870";"999999.0000"
"10081222.0000";"27.0000";"250.0000";"9.6040";"999999.0000"
"10081222.0000";"28.0000";"275.0000";"9.5370";"999999.0000"
"10081222.0000";"29.0000";"300.0000";"9.6870";"999999.0000"
"10081222.0000";"30.0000";"325.0000";"9.7110";"999999.0000"
"10081222.0000";"31.0000";"350.0000";"9.6220";"999999.0000"
"10081222.0000";"32.0000";"375.0000";"9.5320";"999999.0000"
"10081222.0000";"33.0000";"400.0000";"9.4440";"999999.0000"
"10081222.0000";"34.0000";"425.0000";"9.4420";"999999.0000"
"10081222.0000";"35.0000";"450.0000";"9.3520";"999999.0000"
"10081222.0000";"36.0000";"475.0000";"9.3520";"999999.0000"
"10081222.0000";"37.0000";"500.0000";"9.3490";"999999.0000"
"10081222.0000";"38.0000";"550.0000";"9.0570";"999999.0000"
"10081222.0000";"39.0000";"600.0000";"8.7580";"999999.0000"
"10081222.0000";"40.0000";"650.0000";"8.4660";"999999.0000"
"10081222.0000";"41.0000";"700.0000";"8.0980";"999999.0000"
"10081222.0000";"42.0000";"750.0000";"7.7270";"999999.0000"
"10081222.0000";"43.0000";"800.0000";"7.0570";"999999.0000"
"10081222.0000";"44.0000";"850.0000";"6.5810";"999999.0000"
"10081222.0000";"45.0000";"900.0000";"6.1810";"999999.0000"
"10081224.0000";"1.0000";"0.0000";"14.2880";"999999.0000"
"10081224.0000";"2.0000";"5.0000";"14.2570";"999999.0000"
"10081224.0000";"3.0000";"10.0000";"14.1900";"999999.0000"
"10081224.0000";"4.0000";"15.0000";"14.1320";"999999.0000"
"10081224.0000";"5.0000";"20.0000";"14.1020";"999999.0000"
